Unnamed: 0,week,start_date,end_date,student_id,cars_accuracy,sciences_accuracy,class_accuracy,completed_lessons,total_completed_passages_discrete_sets,score_trends_on_completed_dailies,num_attended_large_session,num_scheduled_large_session,num_attended_small_session,num_scheduled_small_session,class_participation,homework_participation,Baseline Score,Number of Practice Exams,Most Recent Practice Exam,Actual MCAT,Score Difference,Survey Tier,Small Group Tier,Class Participation Tier,Large Group Tier
138,1,2024-06-01,2024-06-06,139,,0.59,0.875,3.0,5.0,0.4,2.0,2.0,,,0.333333333,0.333333333,495.0,5.0,505.0,500.0,10.0,Tier 1,Tier 3,Tier 3,Tier 2
139,1,2024-06-01,2024-06-06,140,0.71,0.5,,6.0,6.0,0.29,2.0,2.0,,,0.0,0.333333333,498.0,6.0,499.0,,1.0,Tier 1,Tier 1,Tier 1,Tier 1
140,1,2024-06-01,2024-06-06,141,,,,1.0,2.0,0.4,2.0,2.0,,,0.0,0.0,504.0,1.0,499.0,508.0,9.0,Tier 1,Tier 1,Tier 1,Tier 1
141,1,2024-06-01,2024-06-06,142,0.5,1.0,,9.0,3.0,0.44,1.0,2.0,,,0.0,0.0,490.0,6.0,481.0,482.0,1.0,Tier 2,Tier 3,Tier 3,Tier 1
142,1,2024-06-01,2024-06-06,143,,1.0,,1.0,2.0,0.39,2.0,2.0,,,0.0,0.0,,,,,,,,,
143,1,2024-06-01,2024-06-06,144,,0.5,0.5,5.0,3.0,0.58,2.0,2.0,,,0.333333333,0.0,491.0,3.0,495.0,483.0,-3.0,Tier 2,Tier 3,Tier 3,Tier 2
144,1,2024-06-01,2024-06-06,145,,1.0,,1.0,3.0,0.57,2.0,2.0,,,0.0,0.0,495.0,3.0,497.0,496.0,-1.0,Tier 2,Tier 3,Tier 3,Tier 3
145,1,2024-06-01,2024-06-06,146,,0.75,0.75,9.0,4.0,0.33,2.0,2.0,,,0.333333333,0.0,,,,,,,,,
146,1,2024-06-01,2024-06-06,147,,0.96,0.875,3.0,3.0,0.42,2.0,2.0,,,0.333333333,0.0,495.0,1.0,495.0,478.0,-12.0,Tier 3,Tier 3,Tier 3,Tier 3
147,1,2024-06-01,2024-06-06,148,,,,1.0,4.0,0.15,2.0,2.0,,,0.0,0.0,491.0,1.0,491.0,493.0,7.0,Tier 3,Tier 3,Tier 3,Tier 3
148,1,2024-06-01,2024-06-06,149,,0.63,0.875,4.0,5.0,0.36,2.0,2.0,,,0.333333333,0.0,504.0,2.0,502.0,488.0,-16.0,Tier 2,Tier 3,Tier 3,Tier 2
149,1,2024-06-01,2024-06-06,150,,,,4.0,3.0,0.27,2.0,2.0,,,0.0,0.0,502.0,9.0,513.0,516.0,19.0,,,,
150,2,2024-06-08,2024-06-14,1,0.5,0.76,0.7639,4.0,3.0,0.63,2.0,2.0,,,1.0,0.0,494.0,1.0,494.0,493.0,4.0,,,,
151,2,2024-06-08,2024-06-14,2,1.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,,,0.5,0.0,503.0,1.0,503.0,,5.0,,,,
152,2,2024-06-08,2024-06-14,3,0.67,0.72,0.7153,9.0,3.0,0.72,1.0,2.0,,,1.0,0.0,494.0,4.0,491.0,485.0,-9.0,,,,
153,2,2024-06-08,2024-06-14,4,,1.0,1.0,8.0,2.0,1.0,2.0,2.0,,,1.0,0.0,502.0,4.0,499.0,,-3.0,,,,
154,2,2024-06-08,2024-06-14,5,0.92,1.0,1.0,5.0,5.0,0.97,2.0,2.0,,,1.0,0.0,492.0,4.0,493.0,499.0,,,,,
155,2,2024-06-08,2024-06-14,6,0.58,1.0,1.0,3.0,4.0,0.83,2.0,2.0,,,1.0,0.0,493.0,,,488.0,0.0,,,,
156,2,2024-06-08,2024-06-14,7,1.0,0.96,0.9375,5.0,4.0,0.97,2.0,2.0,,,1.0,0.0,492.0,3.0,493.0,487.0,0.0,,,,
157,2,2024-06-08,2024-06-14,8,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,1.0,0.0,,1.0,,,0.0,,,,
158,2,2024-06-08,2024-06-14,9,0.33,0.62,0.75695,9.0,8.0,0.6,2.0,2.0,,,1.0,0.0,498.0,5.0,506.0,508.0,15.0,,,,
159,2,2024-06-08,2024-06-14,10,0.78,0.85,1.0,3.0,11.0,0.87,1.0,2.0,,,0.5,0.6,506.0,2.0,506.0,514.0,8.0,,,,
160,2,2024-06-08,2024-06-14,11,,1.0,,5.0,4.0,0.83,2.0,2.0,,,0.0,0.4,511.0,2.0,509.0,517.0,6.0,,,,
161,2,2024-06-08,2024-06-14,12,0.33,0.57,0.52085,4.0,4.0,0.51,2.0,2.0,,,1.0,0.0,498.0,1.0,498.0,491.0,-2.0,,,,
162,2,2024-06-08,2024-06-14,13,0.5,0.25,,1.0,5.0,0.25,2.0,2.0,,,0.0,0.0,,1.0,,,,,,,
163,2,2024-06-08,2024-06-14,14,0.82,0.9,0.9375,10.0,7.0,0.87,2.0,2.0,,,1.0,0.0,503.0,2.0,507.0,,9.0,,,,
164,2,2024-06-08,2024-06-14,15,0.5,1.0,1.0,5.0,3.0,0.79,2.0,2.0,,,1.0,0.0,500.0,,,491.0,-4.0,,,,
165,2,2024-06-08,2024-06-14,16,,0.78,1.0,13.0,4.0,0.83,2.0,2.0,,,1.0,0.0,0.0,2.0,,,,,,,
166,2,2024-06-08,2024-06-14,17,0.83,0.92,1.0,5.0,3.0,0.89,2.0,2.0,,,0.5,0.0,508.0,2.0,508.0,496.0,-12.0,,,,
167,2,2024-06-08,2024-06-14,18,0.92,0.84,1.0,8.0,10.0,0.87,2.0,2.0,,,1.0,0.0,495.0,2.0,503.0,,8.0,,,,
168,2,2024-06-08,2024-06-14,19,1.0,1.0,1.0,10.0,4.0,1.0,2.0,2.0,,,0.5,0.0,504.0,1.0,504.0,,0.0,,,,
169,2,2024-06-08,2024-06-14,20,1.0,1.0,1.0,16.0,6.0,0.9,2.0,2.0,,,0.5,0.4,497.0,3.0,499.0,,7.0,,,,
170,2,2024-06-08,2024-06-14,21,1.0,,,1.0,3.0,0.0,2.0,2.0,,,0.0,0.0,,,,,,,,,
171,2,2024-06-08,2024-06-14,22,,1.0,1.0,3.0,5.0,1.0,2.0,2.0,,,1.0,0.4,484.0,,,508.0,29.0,,,,
172,2,2024-06-08,2024-06-14,23,0.25,0.85,0.94445,6.0,5.0,0.61,2.0,2.0,,,1.0,0.0,493.0,4.0,496.0,,8.0,,,,
173,2,2024-06-08,2024-06-14,24,1.0,1.0,1.0,7.0,7.0,1.0,2.0,2.0,,,0.5,1.0,491.0,3.0,484.0,493.0,7.0,,,,
174,2,2024-06-08,2024-06-14,25,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,,,0.5,0.0,491.0,1.0,491.0,484.0,-2.0,,,,
175,2,2024-06-08,2024-06-14,26,,0.94,0.94445,1.0,2.0,0.95,2.0,2.0,,,1.0,0.0,496.0,5.0,497.0,494.0,3.0,,,,
176,2,2024-06-08,2024-06-14,27,,1.0,1.0,5.0,2.0,1.0,2.0,2.0,,,1.0,0.0,500.0,2.0,507.0,487.0,-8.0,,,,
177,2,2024-06-08,2024-06-14,28,1.0,1.0,1.0,21.0,4.0,1.0,2.0,2.0,,,1.0,0.0,0.0,,,485.0,,,,,
178,2,2024-06-08,2024-06-14,29,,0.69,0.88195,4.0,4.0,0.69,2.0,2.0,,,1.0,0.4,505.0,1.0,505.0,515.0,15.0,,,,
179,2,2024-06-08,2024-06-14,30,,0.71,0.8125,7.0,3.0,0.66,2.0,2.0,,,1.0,0.0,0.0,1.0,498.0,502.0,4.0,,,,
180,2,2024-06-08,2024-06-14,31,0.88,0.94,0.9375,8.0,7.0,0.94,2.0,2.0,,,1.0,0.0,506.0,3.0,506.0,,0.0,,,,
181,2,2024-06-08,2024-06-14,32,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,,0.5,0.0,0.0,,,508.0,,,,,
182,2,2024-06-08,2024-06-14,33,0.5,0.75,1.0,6.0,6.0,0.6,2.0,2.0,,,0.5,0.0,490.0,1.0,490.0,,0.0,,,,
183,2,2024-06-08,2024-06-14,34,1.0,0.56,0.5972,12.0,4.0,0.67,2.0,2.0,,,1.0,0.0,,1.0,,490.0,,,,,
184,2,2024-06-08,2024-06-14,35,,1.0,1.0,5.0,3.0,1.0,2.0,2.0,,,1.0,0.0,506.0,3.0,518.0,525.0,24.0,,,,
185,2,2024-06-08,2024-06-14,36,,0.94,1.0,13.0,3.0,0.87,2.0,2.0,,,1.0,0.0,495.0,4.0,501.0,,6.0,,,,
186,2,2024-06-08,2024-06-14,37,1.0,0.88,0.875,1.0,3.0,0.92,2.0,2.0,,,1.0,0.0,496.0,,,494.0,3.0,,,,
187,2,2024-06-08,2024-06-14,38,0.67,1.0,1.0,8.0,5.0,0.83,2.0,2.0,,,1.0,0.0,,,,,,,,,
188,2,2024-06-08,2024-06-14,39,1.0,1.0,,11.0,4.0,1.0,2.0,2.0,,,0.0,0.0,498.0,12.0,511.0,504.0,11.0,,,,
189,2,2024-06-08,2024-06-14,40,0.33,0.94,0.9375,3.0,3.0,0.8,2.0,2.0,,,1.0,0.0,,,,,,,,,
190,2,2024-06-08,2024-06-14,41,,1.0,1.0,1.0,2.0,0.96,2.0,2.0,,,1.0,0.0,494.0,2.0,497.0,502.0,13.0,,,,
191,2,2024-06-08,2024-06-14,42,,,,1.0,0.0,0.0,1.0,2.0,,,0.0,0.0,,,,,,,,,
192,2,2024-06-08,2024-06-14,43,1.0,0.94,1.0,11.0,4.0,0.96,2.0,2.0,,,1.0,0.0,494.0,4.0,494.0,489.0,5.0,,,,
193,2,2024-06-08,2024-06-14,44,1.0,0.85,0.7778,13.0,4.0,0.64,2.0,2.0,,,1.0,0.0,,1.0,500.0,,,,,,
194,2,2024-06-08,2024-06-14,45,0.83,0.92,1.0,7.0,7.0,0.97,2.0,2.0,,,1.0,0.0,,,,,,,,,
195,2,2024-06-08,2024-06-14,46,,0.69,0.69445,6.0,2.0,0.0,2.0,2.0,,,1.0,0.0,493.0,4.0,494.0,495.0,7.0,,,,
196,2,2024-06-08,2024-06-14,47,0.5,0.77,,46.0,5.0,0.7,2.0,2.0,,,0.0,0.4,494.0,1.0,494.0,493.0,-1.0,,,,
197,2,2024-06-08,2024-06-14,48,,,,5.0,2.0,0.0,2.0,2.0,,,0.0,0.0,495.0,2.0,490.0,488.0,-2.0,,,,
198,2,2024-06-08,2024-06-14,49,0.63,0.83,1.0,6.0,8.0,0.72,2.0,2.0,,,1.0,0.0,503.0,6.0,516.0,,13.0,,,,
199,2,2024-06-08,2024-06-14,50,0.33,0.64,0.9375,20.0,6.0,0.59,2.0,2.0,,,1.0,0.4,505.0,,,,,,,,
200,2,2024-06-08,2024-06-14,51,0.41,0.88,0.88195,10.0,5.0,0.67,2.0,2.0,,,1.0,0.4,501.0,2.0,501.0,495.0,-6.0,,,,
201,2,2024-06-08,2024-06-14,52,0.67,0.6,0.64585,10.0,4.0,0.49,2.0,2.0,,,1.0,0.0,497.0,5.0,502.0,501.0,9.0,,,,
202,2,2024-06-08,2024-06-14,53,0.5,0.83,0.8264,3.0,3.0,0.72,2.0,2.0,,,1.0,0.0,491.0,3.0,492.0,490.0,4.0,,,,
203,2,2024-06-08,2024-06-14,54,0.68,0.9,1.0,14.0,13.0,0.72,2.0,2.0,,,0.5,0.8,,,,,,,,,
204,2,2024-06-08,2024-06-14,55,0.63,0.83,1.0,8.0,7.0,0.58,2.0,2.0,,,1.0,0.6,497.0,,,,0.0,,,,
205,2,2024-06-08,2024-06-14,56,0.5,0.6,,10.0,6.0,0.58,2.0,2.0,,,0.0,0.4,510.0,,,,,,,,
206,2,2024-06-08,2024-06-14,57,0.53,0.92,1.0,5.0,6.0,0.61,2.0,2.0,,,0.5,0.0,497.0,3.0,497.0,,0.0,,,,
207,2,2024-06-08,2024-06-14,58,0.5,0.75,0.5,11.0,5.0,0.67,2.0,2.0,,,0.5,0.0,495.0,1.0,495.0,494.0,4.0,,,,
208,2,2024-06-08,2024-06-14,59,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,1.0,0.0,497.0,4.0,496.0,493.0,1.0,,,,
209,2,2024-06-08,2024-06-14,60,0.67,0.93,1.0,7.0,7.0,0.8,2.0,2.0,,,0.5,1.0,498.0,3.0,500.0,510.0,17.0,,,,
210,2,2024-06-08,2024-06-14,61,0.67,0.94,1.0,7.0,4.0,0.88,2.0,2.0,,,1.0,0.0,496.0,3.0,494.0,492.0,1.0,,,,
211,2,2024-06-08,2024-06-14,62,0.33,0.92,1.0,8.0,4.0,0.72,2.0,2.0,,,0.5,0.0,494.0,1.0,494.0,,5.0,,,,
212,2,2024-06-08,2024-06-14,63,0.67,0.78,1.0,6.0,4.0,0.8,2.0,2.0,,,1.0,0.0,,1.0,487.0,,,,,,
213,2,2024-06-08,2024-06-14,64,1.0,1.0,1.0,8.0,6.0,1.0,2.0,2.0,,,1.0,0.4,493.0,4.0,502.0,,9.0,,,,
214,2,2024-06-08,2024-06-14,65,,1.0,1.0,5.0,6.0,1.0,2.0,2.0,,,0.5,0.0,493.0,5.0,518.0,491.0,-2.0,,,,
215,2,2024-06-08,2024-06-14,66,0.6,0.94,0.94445,10.0,12.0,0.66,2.0,2.0,,,1.0,0.0,489.0,1.0,489.0,506.0,22.0,,,,
216,2,2024-06-08,2024-06-14,67,,,,,,,2.0,2.0,,,,,494.0,,,481.0,-8.0,,,,
217,2,2024-06-08,2024-06-14,68,,0.17,,5.0,2.0,0.17,2.0,2.0,,,0.0,0.0,493.0,,,498.0,10.0,,,,
218,2,2024-06-08,2024-06-14,69,0.5,0.8,,12.0,4.0,0.77,2.0,2.0,,,0.0,0.2,495.0,2.0,497.0,,7.0,,,,
219,2,2024-06-08,2024-06-14,70,0.83,1.0,1.0,2.0,3.0,0.92,2.0,2.0,,,0.5,0.0,487.0,1.0,487.0,481.0,-6.0,,,,
220,2,2024-06-08,2024-06-14,71,,0.79,0.9375,5.0,3.0,0.72,2.0,2.0,,,1.0,0.0,501.0,9.0,504.0,,8.0,,,,
221,2,2024-06-08,2024-06-14,72,,0.44,0.4444,1.0,2.0,0.44,2.0,2.0,,,0.5,0.0,0.0,1.0,409.0,,,,,,
222,2,2024-06-08,2024-06-14,73,1.0,1.0,1.0,7.0,6.0,1.0,2.0,2.0,,,1.0,0.4,503.0,3.0,502.0,498.0,0.0,,,,
223,2,2024-06-08,2024-06-14,74,0.5,1.0,1.0,3.0,4.0,0.83,2.0,2.0,,,1.0,0.0,501.0,1.0,501.0,,5.0,,,,
224,2,2024-06-08,2024-06-14,75,0.83,0.83,1.0,1.0,5.0,0.83,2.0,2.0,,,1.0,0.0,495.0,1.0,495.0,497.0,5.0,,,,
225,2,2024-06-08,2024-06-14,76,0.53,0.84,0.9375,18.0,7.0,0.66,2.0,2.0,,,1.0,0.4,497.0,,,495.0,3.0,,,,
226,2,2024-06-08,2024-06-14,77,1.0,1.0,1.0,10.0,4.0,1.0,2.0,2.0,,,1.0,0.0,491.0,5.0,494.0,493.0,7.0,,,,
227,2,2024-06-08,2024-06-14,78,0.5,0.78,1.0,5.0,5.0,0.72,2.0,2.0,,,1.0,0.4,499.0,4.0,493.0,,-1.0,,,,
228,2,2024-06-08,2024-06-14,79,0.67,0.95,1.0,27.0,5.0,0.89,2.0,2.0,,,1.0,0.2,504.0,7.0,519.0,,20.0,,,,
229,2,2024-06-08,2024-06-14,80,0.17,0.33,,6.0,3.0,0.17,2.0,2.0,,,0.0,0.0,491.0,,,496.0,5.0,,,,
230,2,2024-06-08,2024-06-14,81,0.5,0.67,,4.0,4.0,0.59,2.0,2.0,,,0.0,0.0,498.0,1.0,498.0,495.0,2.0,,,,
231,2,2024-06-08,2024-06-14,82,0.17,0.6,0.81945,8.0,4.0,0.5,2.0,2.0,,,1.0,0.0,495.0,1.0,497.0,,7.0,,,,
232,2,2024-06-08,2024-06-14,83,,1.0,1.0,7.0,2.0,0.89,2.0,2.0,,,1.0,0.0,506.0,6.0,517.0,518.0,17.0,,,,
233,2,2024-06-08,2024-06-14,84,0.5,0.86,1.0,22.0,11.0,0.57,2.0,2.0,,,0.5,0.6,499.0,,,491.0,-3.0,,,,
234,2,2024-06-08,2024-06-14,85,0.73,0.92,1.0,6.0,5.0,0.83,2.0,2.0,,,0.5,0.0,504.0,7.0,506.0,509.0,10.0,,,,
235,2,2024-06-08,2024-06-14,86,,1.0,,4.0,1.0,0.0,2.0,2.0,,,0.0,0.0,490.0,2.0,490.0,,0.0,,,,
236,2,2024-06-08,2024-06-14,87,0.62,0.88,0.875,18.0,4.0,0.7,2.0,2.0,,,0.5,0.0,491.0,6.0,494.0,497.0,11.0,,,,
237,2,2024-06-08,2024-06-14,88,0.67,0.82,0.8125,5.0,4.0,0.78,2.0,2.0,,,1.0,0.0,496.0,1.0,496.0,501.0,5.0,,,,
238,2,2024-06-08,2024-06-14,89,,1.0,1.0,9.0,2.0,0.88,2.0,2.0,,,1.0,0.0,493.0,2.0,493.0,497.0,4.0,,,,
239,2,2024-06-08,2024-06-14,90,0.5,0.58,0.5347,7.0,4.0,0.56,2.0,2.0,,,1.0,0.0,499.0,6.0,495.0,504.0,10.0,,,,
240,2,2024-06-08,2024-06-14,91,0.67,1.0,1.0,6.0,9.0,0.89,2.0,2.0,,,0.5,0.0,495.0,5.0,496.0,492.0,2.0,,,,
241,2,2024-06-08,2024-06-14,92,,1.0,1.0,3.0,3.0,0.92,2.0,2.0,,,0.5,0.0,502.0,2.0,506.0,,9.0,,,,
242,2,2024-06-08,2024-06-14,93,0.67,0.56,0.875,7.0,11.0,0.6,2.0,2.0,,,1.0,0.4,497.0,4.0,497.0,496.0,4.0,,,,
243,2,2024-06-08,2024-06-14,94,0.57,0.7,0.8889,10.0,7.0,0.61,2.0,2.0,,,1.0,0.0,503.0,2.0,503.0,,0.0,,,,
244,2,2024-06-08,2024-06-14,95,,0.75,0.75,1.0,2.0,0.75,2.0,2.0,,,0.5,0.0,498.0,1.0,498.0,493.0,0.0,,,,
245,2,2024-06-08,2024-06-14,96,,,,1.0,1.0,0.0,2.0,2.0,,,0.0,0.0,0.0,,,,,,,,
246,2,2024-06-08,2024-06-14,97,0.67,0.74,1.0,3.0,7.0,0.55,2.0,2.0,,,0.5,0.4,494.0,,,495.0,6.0,,,,
247,2,2024-06-08,2024-06-14,98,0.33,0.69,0.875,11.0,4.0,0.6,2.0,2.0,,,1.0,0.0,,,,,0.0,,,,
248,2,2024-06-08,2024-06-14,99,0.5,0.92,,2.0,4.0,0.71,2.0,2.0,,,0.0,0.2,502.0,1.0,500.0,,3.0,,,,
249,2,2024-06-08,2024-06-14,100,,0.25,0.25,1.0,1.0,0.25,2.0,2.0,,,0.5,0.0,497.0,1.0,497.0,501.0,9.0,,,,
250,2,2024-06-08,2024-06-14,101,1.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,,,1.0,0.0,500.0,6.0,502.0,495.0,0.0,,,,
251,2,2024-06-08,2024-06-14,102,,0.47,0.4722,1.0,2.0,0.47,2.0,2.0,,,1.0,0.0,501.0,1.0,501.0,496.0,0.0,,,,
252,2,2024-06-08,2024-06-14,103,1.0,,,5.0,3.0,1.0,2.0,2.0,,,0.0,0.0,493.0,,,483.0,-5.0,,,,
253,2,2024-06-08,2024-06-14,104,0.74,0.71,0.70835,6.0,6.0,0.73,2.0,2.0,,,1.0,0.0,494.0,,,,0.0,,,,
254,2,2024-06-08,2024-06-14,105,,0.82,0.8889,6.0,4.0,0.77,1.0,2.0,,,0.5,0.4,485.0,2.0,485.0,485.0,0.0,,,,
255,2,2024-06-08,2024-06-14,106,0.6,0.83,1.0,10.0,7.0,0.72,2.0,2.0,,,0.5,1.0,491.0,5.0,494.0,482.0,-4.0,,,,
256,2,2024-06-08,2024-06-14,107,0.83,0.71,0.875,7.0,5.0,0.73,2.0,2.0,,,1.0,0.0,505.0,,,,,,,,
257,2,2024-06-08,2024-06-14,108,0.69,0.85,0.9375,8.0,9.0,0.76,2.0,2.0,,,1.0,0.0,497.0,6.0,499.0,502.0,10.0,,,,
258,2,2024-06-08,2024-06-14,109,1.0,0.89,1.0,5.0,7.0,0.95,2.0,2.0,,,1.0,0.6,,,,,,,,,
259,2,2024-06-08,2024-06-14,110,0.83,0.89,1.0,4.0,4.0,0.88,2.0,2.0,,,1.0,0.0,506.0,2.0,511.0,,10.0,,,,
260,2,2024-06-08,2024-06-14,111,0.92,1.0,,8.0,5.0,0.97,2.0,2.0,,,,,498.0,6.0,517.0,496.0,-2.0,,,,
261,2,2024-06-08,2024-06-14,112,0.52,0.77,0.9375,14.0,7.0,0.76,2.0,2.0,,,1.0,0.4,490.0,3.0,491.0,478.0,-7.0,,,,
262,2,2024-06-08,2024-06-14,113,0.5,1.0,1.0,4.0,4.0,0.83,2.0,2.0,,,1.0,0.0,492.0,3.0,492.0,495.0,8.0,,,,
263,2,2024-06-08,2024-06-14,114,1.0,0.94,0.8889,6.0,5.0,0.96,2.0,2.0,,,0.5,0.2,492.0,4.0,485.0,486.0,-1.0,,,,
264,2,2024-06-08,2024-06-14,115,0.66,0.69,0.8889,12.0,7.0,0.68,2.0,2.0,,,1.0,0.2,487.0,4.0,496.0,487.0,5.0,,,,
265,2,2024-06-08,2024-06-14,116,0.77,0.94,0.9375,15.0,5.0,0.84,2.0,2.0,,,1.0,0.6,503.0,1.0,503.0,506.0,8.0,,,,
266,2,2024-06-08,2024-06-14,117,0.33,0.69,0.6875,3.0,3.0,0.57,2.0,2.0,,,1.0,0.0,493.0,2.0,493.0,494.0,6.0,,,,
267,2,2024-06-08,2024-06-14,118,1.0,1.0,,6.0,3.0,1.0,2.0,2.0,,,0.0,0.0,488.0,1.0,488.0,480.0,-3.0,,,,
268,2,2024-06-08,2024-06-14,119,1.0,0.66,0.8264,7.0,9.0,0.66,2.0,2.0,,,1.0,0.0,,,,,,,,,
269,2,2024-06-08,2024-06-14,120,0.62,0.67,0.81945,8.0,15.0,0.66,2.0,2.0,,,1.0,0.0,497.0,5.0,506.0,,14.0,,,,
270,2,2024-06-08,2024-06-14,121,,1.0,1.0,5.0,3.0,1.0,2.0,2.0,,,1.0,0.0,503.0,5.0,509.0,510.0,7.0,,,,
271,2,2024-06-08,2024-06-14,122,0.93,0.56,,13.0,6.0,0.75,2.0,2.0,,,0.0,0.8,494.0,6.0,509.0,509.0,20.0,,,,
272,2,2024-06-08,2024-06-14,123,0.5,0.84,0.875,8.0,7.0,0.68,2.0,2.0,,,0.5,0.2,498.0,1.0,500.0,495.0,2.0,,,,
273,2,2024-06-08,2024-06-14,124,0.67,0.94,0.94445,4.0,3.0,0.85,2.0,2.0,,,1.0,0.0,502.0,5.0,500.0,496.0,-6.0,,,,
274,2,2024-06-08,2024-06-14,125,0.33,0.88,0.88195,15.0,4.0,0.53,2.0,2.0,,,1.0,0.0,494.0,5.0,500.0,505.0,16.0,,,,
275,2,2024-06-08,2024-06-14,126,,0.85,1.0,11.0,4.0,0.85,2.0,2.0,,,1.0,0.4,495.0,,,501.0,11.0,,,,
276,2,2024-06-08,2024-06-14,127,0.64,1.0,,12.0,7.0,0.71,2.0,2.0,,,0.0,0.0,500.0,2.0,501.0,508.0,13.0,,,,
277,2,2024-06-08,2024-06-14,128,0.67,0.49,0.47915,5.0,4.0,0.54,2.0,2.0,,,1.0,0.0,490.0,,,,,,,,
278,2,2024-06-08,2024-06-14,129,,0.79,0.9375,6.0,5.0,0.74,2.0,2.0,,,1.0,0.4,501.0,2.0,499.0,,3.0,,,,
279,2,2024-06-08,2024-06-14,130,0.42,0.58,,12.0,4.0,0.42,2.0,2.0,,,0.0,0.0,500.0,3.0,513.0,,13.0,,,,
280,2,2024-06-08,2024-06-14,131,0.4,0.88,0.875,1.0,3.0,0.72,2.0,2.0,,,1.0,0.2,493.0,10.0,497.0,506.0,13.0,,,,
281,2,2024-06-08,2024-06-14,132,0.33,0.62,0.8889,7.0,7.0,0.54,2.0,2.0,,,1.0,0.0,498.0,2.0,498.0,490.0,-8.0,,,,
282,2,2024-06-08,2024-06-14,133,0.67,0.74,0.94445,11.0,4.0,0.72,2.0,2.0,,,1.0,0.0,486.0,3.0,501.0,501.0,0.0,,,,
283,2,2024-06-08,2024-06-14,134,0.46,0.0,,7.0,5.0,0.31,2.0,2.0,,,0.0,0.0,,,,487.0,,,,,
284,2,2024-06-08,2024-06-14,135,1.0,0.95,0.9375,13.0,8.0,0.97,2.0,2.0,,,1.0,0.4,505.0,5.0,513.0,,13.0,,,,
285,2,2024-06-08,2024-06-14,136,0.67,0.72,1.0,7.0,6.0,0.67,2.0,2.0,,,0.5,0.4,498.0,5.0,499.0,,6.0,,,,
286,2,2024-06-08,2024-06-14,137,0.5,1.0,1.0,15.0,5.0,0.8,2.0,2.0,,,1.0,0.0,,1.0,503.0,506.0,3.0,,,,
287,2,2024-06-08,2024-06-14,138,0.67,0.7,0.7014,4.0,3.0,0.69,2.0,2.0,,,1.0,0.0,491.0,2.0,489.0,492.0,3.0,,,,
288,2,2024-06-08,2024-06-14,139,0.44,0.68,0.8125,5.0,8.0,0.56,2.0,2.0,,,1.0,0.4,495.0,5.0,505.0,500.0,10.0,,,,
289,2,2024-06-08,2024-06-14,140,0.69,0.76,0.875,15.0,12.0,0.72,2.0,2.0,,,1.0,0.8,498.0,6.0,499.0,,1.0,,,,
290,2,2024-06-08,2024-06-14,141,,,,7.0,1.0,0.0,2.0,2.0,,,0.0,0.0,504.0,1.0,499.0,508.0,9.0,,,,
291,2,2024-06-08,2024-06-14,142,,0.85,1.0,7.0,4.0,0.83,2.0,2.0,,,1.0,0.2,490.0,6.0,481.0,482.0,1.0,,,,
292,2,2024-06-08,2024-06-14,143,,,,1.0,0.0,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,
293,2,2024-06-08,2024-06-14,144,,0.65,0.9375,1.0,6.0,0.65,2.0,2.0,,,1.0,0.4,491.0,3.0,495.0,483.0,-3.0,,,,
294,2,2024-06-08,2024-06-14,145,,0.75,0.75,1.0,2.0,0.75,2.0,2.0,,,0.5,0.0,495.0,3.0,497.0,496.0,-1.0,,,,
295,2,2024-06-08,2024-06-14,146,0.83,0.83,1.0,7.0,4.0,0.83,2.0,2.0,,,0.5,0.0,,,,,,,,,
296,2,2024-06-08,2024-06-14,147,0.47,0.69,0.875,14.0,10.0,0.59,2.0,2.0,,,1.0,0.0,495.0,1.0,495.0,478.0,-12.0,,,,
297,2,2024-06-08,2024-06-14,148,0.43,0.64,1.0,9.0,9.0,0.55,2.0,2.0,,,1.0,1.0,491.0,1.0,491.0,493.0,7.0,,,,
298,2,2024-06-08,2024-06-14,149,,0.94,0.94445,6.0,2.0,0.95,2.0,2.0,,,1.0,0.0,504.0,2.0,502.0,488.0,-16.0,,,,
299,2,2024-06-08,2024-06-14,150,0.67,0.79,0.7639,8.0,5.0,0.77,1.0,2.0,,,1.0,0.2,502.0,9.0,513.0,516.0,19.0,,,,
300,3,2024-06-15,2024-06-21,1,0.52,0.68,1.0,10.0,9.0,0.63,2.0,2.0,,,0.333333333,0.0,494.0,1.0,494.0,493.0,4.0,,,,
301,3,2024-06-15,2024-06-21,2,1.0,0.95,1.0,8.0,12.0,0.96,2.0,2.0,,,0.333333333,0.0,503.0,1.0,503.0,,5.0,,,,
302,3,2024-06-15,2024-06-21,3,0.37,0.88,1.0,7.0,9.0,0.71,2.0,2.0,,,0.333333333,0.0,494.0,4.0,491.0,485.0,-9.0,,,,
303,3,2024-06-15,2024-06-21,4,0.74,0.72,1.0,12.0,11.0,0.73,2.0,2.0,,,0.333333333,0.0,502.0,4.0,499.0,,-3.0,,,,
